temporada,hora,equipo,rival,condicion,goles_valencia,goles_rival,resultado_valencia,puntos,diferencia_goles,goles_descanso_valencia,goles_descanso_rival,resultado_descanso,fecha,anio,mes,dia_semana,semana_anio,temporada_id,temporada_num,franja,puntos_posibles,efectividad_puntos,resultado_num,victoria_bin,empate_bin,derrota_bin,local_bin,goles_totales,puntos_rolling_5,ventaja_descanso,remonto,remontado,partido_id,decada,competicion,jornada_num,fase_temporada
2009-2010,,Valencia,Ath Madrid,Visitante,1.0,4.0,D,0,-3.0,1.0,1.0,E,2010-02-28,2010,2,Domingo,8,2009,16,,3,0.0,-1,0,0,1,0,5.0,7.0,0.0,0.0,0.0,2009-2010_2010-02-28_ATHMADRID_V,2010s,LaLiga,24,2
2009-2010,,Valencia,Santander,Local,0.0,0.0,E,1,0.0,0.0,0.0,E,2010-03-08,2010,3,Lunes,10,2009,16,,3,0.3333333333333333,0,0,1,0,1,0.0,8.0,0.0,0.0,0.0,2009-2010_2010-03-08_SANTANDER_L,2010s,LaLiga,25,2
2009-2010,,Valencia,Barcelona,Visitante,0.0,3.0,D,0,-3.0,0.0,0.0,E,2010-03-14,2010,3,Domingo,10,2009,16,,3,0.0,-1,0,0,1,0,3.0,5.0,0.0,0.0,0.0,2009-2010_2010-03-14_BARCELONA_V,2010s,LaLiga,26,2
2009-2010,,Valencia,Almeria,Local,2.0,0.0,V,3,2.0,0.0,0.0,E,2010-03-21,2010,3,Domingo,11,2009,16,,3,1.0,1,1,0,0,1,2.0,7.0,0.0,0.0,0.0,2009-2010_2010-03-21_ALMERIA_L,2010s,LaLiga,27,2
2009-2010,,Valencia,Malaga,Local,1.0,0.0,V,3,1.0,1.0,0.0,V,2010-03-24,2010,3,Miércoles,12,2009,16,,3,1.0,1,1,0,0,1,1.0,7.0,1.0,0.0,0.0,2009-2010_2010-03-24_MALAGA_L,2010s,LaLiga,28,2
2009-2010,,Valencia,Zaragoza,Visitante,0.0,3.0,D,0,-3.0,0.0,1.0,D,2010-03-27,2010,3,Sábado,12,2009,16,,3,0.0,-1,0,0,1,0,3.0,7.0,-1.0,0.0,0.0,2009-2010_2010-03-27_ZARAGOZA_V,2010s,LaLiga,29,2
2009-2010,,Valencia,Osasuna,Local,3.0,0.0,V,3,3.0,0.0,0.0,E,2010-04-04,2010,4,Domingo,13,2009,16,,3,1.0,1,1,0,0,1,3.0,9.0,0.0,0.0,0.0,2009-2010_2010-04-04_OSASUNA_L,2010s,LaLiga,30,2
2009-2010,,Valencia,Mallorca,Visitante,2.0,3.0,D,0,-1.0,0.0,2.0,D,2010-04-11,2010,4,Domingo,14,2009,16,,3,0.0,-1,0,0,1,0,5.0,9.0,-2.0,0.0,0.0,2009-2010_2010-04-11_MALLORCA_V,2010s,LaLiga,31,2
2009-2010,,Valencia,Ath Bilbao,Local,2.0,0.0,V,3,2.0,1.0,0.0,V,2010-04-15,2010,4,Jueves,15,2009,16,,3,1.0,1,1,0,0,1,2.0,9.0,1.0,0.0,0.0,2009-2010_2010-04-15_ATHBILBAO_L,2010s,LaLiga,32,2
2009-2010,,Valencia,Real Madrid,Visitante,0.0,2.0,D,0,-2.0,0.0,1.0,D,2010-04-18,2010,4,Domingo,15,2009,16,,3,0.0,-1,0,0,1,0,2.0,6.0,-1.0,0.0,0.0,2009-2010_2010-04-18_REALMADRID_V,2010s,LaLiga,33,2
2009-2010,,Valencia,La Coruna,Local,1.0,0.0,V,3,1.0,1.0,0.0,V,2010-04-24,2010,4,Sábado,16,2009,16,,3,1.0,1,1,0,0,1,1.0,9.0,1.0,0.0,0.0,2009-2010_2010-04-24_LACORUNA_L,2010s,LaLiga,34,2
2009-2010,,Valencia,Espanol,Visitante,2.0,0.0,V,3,2.0,0.0,0.0,E,2010-05-01,2010,5,Sábado,17,2009,16,,3,1.0,1,1,0,0,0,2.0,9.0,0.0,0.0,0.0,2009-2010_2010-05-01_ESPANOL_V,2010s,LaLiga,35,2
2009-2010,,Valencia,Xerez,Local,3.0,1.0,V,3,2.0,1.0,1.0,E,2010-05-04,2010,5,Martes,18,2009,16,,3,1.0,1,1,0,0,1,4.0,12.0,0.0,0.0,0.0,2009-2010_2010-05-04_XEREZ_L,2010s,LaLiga,36,2
2009-2010,,Valencia,Villarreal,Visitante,0.0,2.0,D,0,-2.0,0.0,2.0,D,2010-05-08,2010,5,Sábado,18,2009,16,,3,0.0,-1,0,0,1,0,2.0,9.0,-2.0,0.0,0.0,2009-2010_2010-05-08_VILLARREAL_V,2010s,LaLiga,37,2
2009-2010,,Valencia,Tenerife,Local,1.0,0.0,V,3,1.0,0.0,0.0,E,2010-05-16,2010,5,Domingo,19,2009,16,,3,1.0,1,1,0,0,1,1.0,12.0,0.0,0.0,0.0,2009-2010_2010-05-16_TENERIFE_L,2010s,LaLiga,38,2
2010-2011,,Valencia,Malaga,Visitante,3.0,1.0,V,3,2.0,1.0,1.0,E,2010-08-28,2010,8,Sábado,34,2010,17,,3,1.0,1,1,0,0,0,4.0,3.0,0.0,0.0,0.0,2010-2011_2010-08-28_MALAGA_V,2010s,LaLiga,1,1
2010-2011,,Valencia,Santander,Local,1.0,0.0,V,3,1.0,1.0,0.0,V,2010-09-11,2010,9,Sábado,36,2010,17,,3,1.0,1,1,0,0,1,1.0,6.0,1.0,0.0,0.0,2010-2011_2010-09-11_SANTANDER_L,2010s,LaLiga,2,1
2010-2011,,Valencia,Hercules,Visitante,2.0,1.0,V,3,1.0,2.0,1.0,V,2010-09-19,2010,9,Domingo,37,2010,17,,3,1.0,1,1,0,0,0,3.0,9.0,1.0,0.0,0.0,2010-2011_2010-09-19_HERCULES_V,2010s,LaLiga,3,1
2010-2011,,Valencia,Ath Madrid,Local,1.0,1.0,E,1,0.0,0.0,1.0,D,2010-09-22,2010,9,Miércoles,38,2010,17,,3,0.3333333333333333,0,0,1,0,1,2.0,10.0,-1.0,0.0,0.0,2010-2011_2010-09-22_ATHMADRID_L,2010s,LaLiga,4,1
2010-2011,,Valencia,Sp Gijon,Visitante,2.0,0.0,V,3,2.0,2.0,0.0,V,2010-09-25,2010,9,Sábado,38,2010,17,,3,1.0,1,1,0,0,0,2.0,13.0,2.0,0.0,0.0,2010-2011_2010-09-25_SPGIJON_V,2010s,LaLiga,5,1
2010-2011,,Valencia,Ath Bilbao,Local,2.0,1.0,V,3,1.0,1.0,0.0,V,2010-10-02,2010,10,Sábado,39,2010,17,,3,1.0,1,1,0,0,1,3.0,13.0,1.0,0.0,0.0,2010-2011_2010-10-02_ATHBILBAO_L,2010s,LaLiga,6,1
2010-2011,,Valencia,Barcelona,Visitante,1.0,2.0,D,0,-1.0,1.0,0.0,V,2010-10-16,2010,10,Sábado,41,2010,17,,3,0.0,-1,0,0,1,0,3.0,10.0,1.0,0.0,1.0,2010-2011_2010-10-16_BARCELONA_V,2010s,LaLiga,7,1
2010-2011,,Valencia,Mallorca,Local,1.0,2.0,D,0,-1.0,1.0,2.0,D,2010-10-23,2010,10,Sábado,42,2010,17,,3,0.0,-1,0,0,1,1,3.0,7.0,-1.0,0.0,0.0,2010-2011_2010-10-23_MALLORCA_L,2010s,LaLiga,8,1
2010-2011,,Valencia,Zaragoza,Local,1.0,1.0,E,1,0.0,1.0,1.0,E,2010-10-30,2010,10,Sábado,43,2010,17,,3,0.3333333333333333,0,0,1,0,1,2.0,7.0,0.0,0.0,0.0,2010-2011_2010-10-30_ZARAGOZA_L,2010s,LaLiga,9,1
2010-2011,,Valencia,Sevilla,Visitante,0.0,2.0,D,0,-2.0,0.0,0.0,E,2010-11-08,2010,11,Lunes,45,2010,17,,3,0.0,-1,0,0,1,0,2.0,4.0,0.0,0.0,0.0,2010-2011_2010-11-08_SEVILLA_V,2010s,LaLiga,10,1
2010-2011,,Valencia,Getafe,Local,2.0,0.0,V,3,2.0,1.0,0.0,V,2010-11-14,2010,11,Domingo,45,2010,17,,3,1.0,1,1,0,0,1,2.0,4.0,1.0,0.0,0.0,2010-2011_2010-11-14_GETAFE_L,2010s,LaLiga,11,1
2010-2011,,Valencia,Villarreal,Visitante,1.0,1.0,E,1,0.0,1.0,0.0,V,2010-11-20,2010,11,Sábado,46,2010,17,,3,0.3333333333333333,0,0,1,0,0,2.0,5.0,1.0,0.0,0.0,2010-2011_2010-11-20_VILLARREAL_V,2010s,LaLiga,12,1
2010-2011,,Valencia,Almeria,Local,2.0,1.0,V,3,1.0,1.0,0.0,V,2010-11-28,2010,11,Domingo,47,2010,17,,3,1.0,1,1,0,0,1,3.0,8.0,1.0,0.0,0.0,2010-2011_2010-11-28_ALMERIA_L,2010s,LaLiga,13,1
2010-2011,,Valencia,Real Madrid,Visitante,0.0,2.0,D,0,-2.0,0.0,0.0,E,2010-12-04,2010,12,Sábado,48,2010,17,,3,0.0,-1,0,0,1,0,2.0,7.0,0.0,0.0,0.0,2010-2011_2010-12-04_REALMADRID_V,2010s,LaLiga,14,1
2010-2011,,Valencia,Osasuna,Local,3.0,3.0,E,1,0.0,3.0,1.0,V,2010-12-13,2010,12,Lunes,50,2010,17,,3,0.3333333333333333,0,0,1,0,1,6.0,8.0,2.0,0.0,0.0,2010-2011_2010-12-13_OSASUNA_L,2010s,LaLiga,15,1
2010-2011,,Valencia,Sociedad,Visitante,2.0,1.0,V,3,1.0,1.0,1.0,E,2010-12-18,2010,12,Sábado,50,2010,17,,3,1.0,1,1,0,0,0,3.0,8.0,0.0,0.0,0.0,2010-2011_2010-12-18_SOCIEDAD_V,2010s,LaLiga,16,1
2010-2011,,Valencia,Espanol,Local,2.0,1.0,V,3,1.0,1.0,1.0,E,2011-01-02,2011,1,Domingo,52,2010,17,,3,1.0,1,1,0,0,1,3.0,10.0,0.0,0.0,0.0,2010-2011_2011-01-02_ESPANOL_L,2010s,LaLiga,17,1
2010-2011,,Valencia,Levante,Visitante,1.0,0.0,V,3,1.0,0.0,0.0,E,2011-01-09,2011,1,Domingo,1,2010,17,,3,1.0,1,1,0,0,0,1.0,10.0,0.0,0.0,0.0,2010-2011_2011-01-09_LEVANTE_V,2010s,LaLiga,18,1
2010-2011,,Valencia,La Coruna,Local,2.0,0.0,V,3,2.0,0.0,0.0,E,2011-01-16,2011,1,Domingo,2,2010,17,,3,1.0,1,1,0,0,1,2.0,13.0,0.0,0.0,0.0,2010-2011_2011-01-16_LACORUNA_L,2010s,LaLiga,19,1
2010-2011,,Valencia,Malaga,Local,4.0,3.0,V,3,1.0,1.0,2.0,D,2011-01-22,2011,1,Sábado,3,2010,17,,3,1.0,1,1,0,0,1,7.0,15.0,-1.0,1.0,0.0,2010-2011_2011-01-22_MALAGA_L,2010s,LaLiga,20,2
2010-2011,,Valencia,Santander,Visitante,1.0,1.0,E,1,0.0,0.0,1.0,D,2011-01-31,2011,1,Lunes,5,2010,17,,3,0.3333333333333333,0,0,1,0,0,2.0,13.0,-1.0,0.0,0.0,2010-2011_2011-01-31_SANTANDER_V,2010s,LaLiga,21,2
2010-2011,,Valencia,Hercules,Local,2.0,0.0,V,3,2.0,1.0,0.0,V,2011-02-06,2011,2,Domingo,5,2010,17,,3,1.0,1,1,0,0,1,2.0,13.0,1.0,0.0,0.0,2010-2011_2011-02-06_HERCULES_L,2010s,LaLiga,22,2
2010-2011,,Valencia,Ath Madrid,Visitante,2.0,1.0,V,3,1.0,1.0,1.0,E,2011-02-12,2011,2,Sábado,6,2010,17,,3,1.0,1,1,0,0,0,3.0,13.0,0.0,0.0,0.0,2010-2011_2011-02-12_ATHMADRID_V,2010s,LaLiga,23,2
2010-2011,,Valencia,Sp Gijon,Local,0.0,0.0,E,1,0.0,0.0,0.0,E,2011-02-19,2011,2,Sábado,7,2010,17,,3,0.3333333333333333,0,0,1,0,1,0.0,11.0,0.0,0.0,0.0,2010-2011_2011-02-19_SPGIJON_L,2010s,LaLiga,24,2
2010-2011,,Valencia,Ath Bilbao,Visitante,2.0,1.0,V,3,1.0,0.0,1.0,D,2011-02-27,2011,2,Domingo,8,2010,17,,3,1.0,1,1,0,0,0,3.0,11.0,-1.0,1.0,0.0,2010-2011_2011-02-27_ATHBILBAO_V,2010s,LaLiga,25,2
2010-2011,,Valencia,Barcelona,Local,0.0,1.0,D,0,-1.0,0.0,0.0,E,2011-03-02,2011,3,Miércoles,9,2010,17,,3,0.0,-1,0,0,1,1,1.0,10.0,0.0,0.0,0.0,2010-2011_2011-03-02_BARCELONA_L,2010s,LaLiga,26,2
2010-2011,,Valencia,Mallorca,Visitante,2.0,1.0,V,3,1.0,1.0,1.0,E,2011-03-05,2011,3,Sábado,9,2010,17,,3,1.0,1,1,0,0,0,3.0,10.0,0.0,0.0,0.0,2010-2011_2011-03-05_MALLORCA_V,2010s,LaLiga,27,2
2010-2011,,Valencia,Zaragoza,Visitante,0.0,4.0,D,0,-4.0,0.0,2.0,D,2011-03-12,2011,3,Sábado,10,2010,17,,3,0.0,-1,0,0,1,0,4.0,7.0,-2.0,0.0,0.0,2010-2011_2011-03-12_ZARAGOZA_V,2010s,LaLiga,28,2
2010-2011,,Valencia,Sevilla,Local,0.0,1.0,D,0,-1.0,0.0,0.0,E,2011-03-20,2011,3,Domingo,11,2010,17,,3,0.0,-1,0,0,1,1,1.0,6.0,0.0,0.0,0.0,2010-2011_2011-03-20_SEVILLA_L,2010s,LaLiga,29,2
2010-2011,,Valencia,Getafe,Visitante,4.0,2.0,V,3,2.0,0.0,1.0,D,2011-04-02,2011,4,Sábado,13,2010,17,,3,1.0,1,1,0,0,0,6.0,6.0,-1.0,1.0,0.0,2010-2011_2011-04-02_GETAFE_V,2010s,LaLiga,30,2
2010-2011,,Valencia,Villarreal,Local,5.0,0.0,V,3,5.0,1.0,0.0,V,2011-04-10,2011,4,Domingo,14,2010,17,,3,1.0,1,1,0,0,1,5.0,9.0,1.0,0.0,0.0,2010-2011_2011-04-10_VILLARREAL_L,2010s,LaLiga,31,2
2010-2011,,Valencia,Almeria,Visitante,3.0,0.0,V,3,3.0,0.0,0.0,E,2011-04-16,2011,4,Sábado,15,2010,17,,3,1.0,1,1,0,0,0,3.0,9.0,0.0,0.0,0.0,2010-2011_2011-04-16_ALMERIA_V,2010s,LaLiga,32,2
2010-2011,,Valencia,Real Madrid,Local,3.0,6.0,D,0,-3.0,0.0,4.0,D,2011-04-23,2011,4,Sábado,16,2010,17,,3,0.0,-1,0,0,1,1,9.0,9.0,-4.0,0.0,0.0,2010-2011_2011-04-23_REALMADRID_L,2010s,LaLiga,33,2
2010-2011,,Valencia,Osasuna,Visitante,0.0,1.0,D,0,-1.0,0.0,0.0,E,2011-05-01,2011,5,Domingo,17,2010,17,,3,0.0,-1,0,0,1,0,1.0,9.0,0.0,0.0,0.0,2010-2011_2011-05-01_OSASUNA_V,2010s,LaLiga,34,2
2010-2011,,Valencia,Sociedad,Local,3.0,0.0,V,3,3.0,3.0,0.0,V,2011-05-07,2011,5,Sábado,18,2010,17,,3,1.0,1,1,0,0,1,3.0,9.0,3.0,0.0,0.0,2010-2011_2011-05-07_SOCIEDAD_L,2010s,LaLiga,35,2
2010-2011,,Valencia,Espanol,Visitante,2.0,2.0,E,1,0.0,2.0,1.0,V,2011-05-11,2011,5,Miércoles,19,2010,17,,3,0.3333333333333333,0,0,1,0,0,4.0,7.0,1.0,0.0,0.0,2010-2011_2011-05-11_ESPANOL_V,2010s,LaLiga,36,2
2010-2011,,Valencia,Levante,Local,0.0,0.0,E,1,0.0,0.0,0.0,E,2011-05-15,2011,5,Domingo,19,2010,17,,3,0.3333333333333333,0,0,1,0,1,0.0,5.0,0.0,0.0,0.0,2010-2011_2011-05-15_LEVANTE_L,2010s,LaLiga,37,2
2010-2011,,Valencia,La Coruna,Visitante,2.0,0.0,V,3,2.0,1.0,0.0,V,2011-05-21,2011,5,Sábado,20,2010,17,,3,1.0,1,1,0,0,0,2.0,8.0,1.0,0.0,0.0,2010-2011_2011-05-21_LACORUNA_V,2010s,LaLiga,38,2
2011-2012,,Valencia,Santander,Local,4.0,3.0,V,3,1.0,1.0,2.0,D,2011-08-27,2011,8,Sábado,34,2011,18,,3,1.0,1,1,0,0,1,7.0,3.0,-1.0,1.0,0.0,2011-2012_2011-08-27_SANTANDER_L,2010s,LaLiga,1,1
2011-2012,,Valencia,Ath Madrid,Local,1.0,0.0,V,3,1.0,0.0,0.0,E,2011-09-10,2011,9,Sábado,36,2011,18,,3,1.0,1,1,0,0,1,1.0,6.0,0.0,0.0,0.0,2011-2012_2011-09-10_ATHMADRID_L,2010s,LaLiga,2,1
2011-2012,,Valencia,Sp Gijon,Visitante,1.0,0.0,V,3,1.0,1.0,0.0,V,2011-09-17,2011,9,Sábado,37,2011,18,,3,1.0,1,1,0,0,0,1.0,9.0,1.0,0.0,0.0,2011-2012_2011-09-17_SPGIJON_V,2010s,LaLiga,3,1
2011-2012,,Valencia,Barcelona,Local,2.0,2.0,E,1,0.0,2.0,1.0,V,2011-09-21,2011,9,Miércoles,38,2011,18,,3,0.3333333333333333,0,0,1,0,1,4.0,10.0,1.0,0.0,0.0,2011-2012_2011-09-21_BARCELONA_L,2010s,LaLiga,4,1
2011-2012,,Valencia,Sevilla,Visitante,0.0,1.0,D,0,-1.0,0.0,1.0,D,2011-09-24,2011,9,Sábado,38,2011,18,,3,0.0,-1,0,0,1,0,1.0,10.0,-1.0,0.0,0.0,2011-2012_2011-09-24_SEVILLA_V,2010s,LaLiga,5,1
2011-2012,,Valencia,Granada,Local,1.0,0.0,V,3,1.0,1.0,0.0,V,2011-10-01,2011,10,Sábado,39,2011,18,,3,1.0,1,1,0,0,1,1.0,10.0,1.0,0.0,0.0,2011-2012_2011-10-01_GRANADA_L,2010s,LaLiga,6,1
2011-2012,,Valencia,Mallorca,Visitante,1.0,1.0,E,1,0.0,1.0,0.0,V,2011-10-15,2011,10,Sábado,41,2011,18,,3,0.3333333333333333,0,0,1,0,0,2.0,8.0,1.0,0.0,0.0,2011-2012_2011-10-15_MALLORCA_V,2010s,LaLiga,7,1
2011-2012,,Valencia,Ath Bilbao,Local,1.0,1.0,E,1,0.0,0.0,0.0,E,2011-10-23,2011,10,Domingo,42,2011,18,,3,0.3333333333333333,0,0,1,0,1,2.0,6.0,0.0,0.0,0.0,2011-2012_2011-10-23_ATHBILBAO_L,2010s,LaLiga,8,1
2011-2012,,Valencia,Zaragoza,Visitante,1.0,0.0,V,3,1.0,0.0,0.0,E,2011-10-26,2011,10,Miércoles,43,2011,18,,3,1.0,1,1,0,0,0,1.0,8.0,0.0,0.0,0.0,2011-2012_2011-10-26_ZARAGOZA_V,2010s,LaLiga,9,1
2011-2012,,Valencia,Getafe,Local,3.0,1.0,V,3,2.0,2.0,1.0,V,2011-10-29,2011,10,Sábado,43,2011,18,,3,1.0,1,1,0,0,1,4.0,11.0,1.0,0.0,0.0,2011-2012_2011-10-29_GETAFE_L,2010s,LaLiga,10,1
2011-2012,,Valencia,Levante,Visitante,2.0,0.0,V,3,2.0,1.0,0.0,V,2011-11-05,2011,11,Sábado,44,2011,18,,3,1.0,1,1,0,0,0,2.0,11.0,1.0,0.0,0.0,2011-2012_2011-11-05_LEVANTE_V,2010s,LaLiga,11,1
2011-2012,,Valencia,Real Madrid,Local,2.0,3.0,D,0,-1.0,0.0,1.0,D,2011-11-19,2011,11,Sábado,46,2011,18,,3,0.0,-1,0,0,1,1,5.0,10.0,-1.0,0.0,0.0,2011-2012_2011-11-19_REALMADRID_L,2010s,LaLiga,12,1
2011-2012,,Valencia,Vallecano,Visitante,2.0,1.0,V,3,1.0,1.0,0.0,V,2011-11-26,2011,11,Sábado,47,2011,18,,3,1.0,1,1,0,0,0,3.0,12.0,1.0,0.0,0.0,2011-2012_2011-11-26_VALLECANO_V,2010s,LaLiga,13,1
2011-2012,,Valencia,Espanol,Local,2.0,1.0,V,3,1.0,1.0,0.0,V,2011-12-03,2011,12,Sábado,48,2011,18,,3,1.0,1,1,0,0,1,3.0,12.0,1.0,0.0,0.0,2011-2012_2011-12-03_ESPANOL_L,2010s,LaLiga,14,1
2011-2012,,Valencia,Betis,Visitante,1.0,2.0,D,0,-1.0,0.0,0.0,E,2011-12-10,2011,12,Sábado,49,2011,18,,3,0.0,-1,0,0,1,0,3.0,9.0,0.0,0.0,0.0,2011-2012_2011-12-10_BETIS_V,2010s,LaLiga,15,1
2011-2012,,Valencia,Malaga,Local,2.0,0.0,V,3,2.0,1.0,0.0,V,2011-12-18,2011,12,Domingo,50,2011,18,,3,1.0,1,1,0,0,1,2.0,9.0,1.0,0.0,0.0,2011-2012_2011-12-18_MALAGA_L,2010s,LaLiga,16,1
2011-2012,,Valencia,Villarreal,Visitante,2.0,2.0,E,1,0.0,1.0,2.0,D,2012-01-08,2012,1,Domingo,1,2011,18,,3,0.3333333333333333,0,0,1,0,0,4.0,10.0,-1.0,0.0,0.0,2011-2012_2012-01-08_VILLARREAL_V,2010s,LaLiga,17,1
2011-2012,,Valencia,Sociedad,Local,0.0,1.0,D,0,-1.0,0.0,0.0,E,2012-01-14,2012,1,Sábado,2,2011,18,,3,0.0,-1,0,0,1,1,1.0,7.0,0.0,0.0,0.0,2011-2012_2012-01-14_SOCIEDAD_L,2010s,LaLiga,18,1
2011-2012,,Valencia,Osasuna,Visitante,1.0,1.0,E,1,0.0,0.0,0.0,E,2012-01-22,2012,1,Domingo,3,2011,18,,3,0.3333333333333333,0,0,1,0,0,2.0,5.0,0.0,0.0,0.0,2011-2012_2012-01-22_OSASUNA_V,2010s,LaLiga,19,1
2011-2012,,Valencia,Santander,Visitante,2.0,2.0,E,1,0.0,0.0,1.0,D,2012-01-29,2012,1,Domingo,4,2011,18,,3,0.3333333333333333,0,0,1,0,0,4.0,6.0,-1.0,0.0,0.0,2011-2012_2012-01-29_SANTANDER_V,2010s,LaLiga,20,2
2011-2012,,Valencia,Ath Madrid,Visitante,0.0,0.0,E,1,0.0,0.0,0.0,E,2012-02-05,2012,2,Domingo,5,2011,18,,3,0.3333333333333333,0,0,1,0,0,0.0,4.0,0.0,0.0,0.0,2011-2012_2012-02-05_ATHMADRID_V,2010s,LaLiga,21,2
2011-2012,,Valencia,Sp Gijon,Local,4.0,0.0,V,3,4.0,1.0,0.0,V,2012-02-12,2012,2,Domingo,6,2011,18,,3,1.0,1,1,0,0,1,4.0,6.0,1.0,0.0,0.0,2011-2012_2012-02-12_SPGIJON_L,2010s,LaLiga,22,2
2011-2012,,Valencia,Barcelona,Visitante,1.0,5.0,D,0,-4.0,1.0,2.0,D,2012-02-19,2012,2,Domingo,7,2011,18,,3,0.0,-1,0,0,1,0,6.0,6.0,-1.0,0.0,0.0,2011-2012_2012-02-19_BARCELONA_V,2010s,LaLiga,23,2
2011-2012,,Valencia,Sevilla,Local,1.0,2.0,D,0,-1.0,1.0,1.0,E,2012-02-26,2012,2,Domingo,8,2011,18,,3,0.0,-1,0,0,1,1,3.0,5.0,0.0,0.0,0.0,2011-2012_2012-02-26_SEVILLA_L,2010s,LaLiga,24,2
2011-2012,,Valencia,Granada,Visitante,1.0,0.0,V,3,1.0,1.0,0.0,V,2012-03-04,2012,3,Domingo,9,2011,18,,3,1.0,1,1,0,0,0,1.0,7.0,1.0,0.0,0.0,2011-2012_2012-03-04_GRANADA_V,2010s,LaLiga,25,2
2011-2012,,Valencia,Mallorca,Local,2.0,2.0,E,1,0.0,2.0,0.0,V,2012-03-11,2012,3,Domingo,10,2011,18,,3,0.3333333333333333,0,0,1,0,1,4.0,7.0,2.0,0.0,0.0,2011-2012_2012-03-11_MALLORCA_L,2010s,LaLiga,26,2
2011-2012,,Valencia,Ath Bilbao,Visitante,3.0,0.0,V,3,3.0,1.0,0.0,V,2012-03-18,2012,3,Domingo,11,2011,18,,3,1.0,1,1,0,0,0,3.0,7.0,1.0,0.0,0.0,2011-2012_2012-03-18_ATHBILBAO_V,2010s,LaLiga,27,2
2011-2012,,Valencia,Zaragoza,Local,1.0,2.0,D,0,-1.0,1.0,1.0,E,2012-03-21,2012,3,Miércoles,12,2011,18,,3,0.0,-1,0,0,1,1,3.0,7.0,0.0,0.0,0.0,2011-2012_2012-03-21_ZARAGOZA_L,2010s,LaLiga,28,2
2011-2012,,Valencia,Getafe,Visitante,1.0,3.0,D,0,-2.0,1.0,3.0,D,2012-03-24,2012,3,Sábado,12,2011,18,,3,0.0,-1,0,0,1,0,4.0,7.0,-2.0,0.0,0.0,2011-2012_2012-03-24_GETAFE_V,2010s,LaLiga,29,2
2011-2012,,Valencia,Levante,Local,1.0,1.0,E,1,0.0,1.0,0.0,V,2012-04-01,2012,4,Domingo,13,2011,18,,3,0.3333333333333333,0,0,1,0,1,2.0,5.0,1.0,0.0,0.0,2011-2012_2012-04-01_LEVANTE_L,2010s,LaLiga,30,2
2011-2012,,Valencia,Real Madrid,Visitante,0.0,0.0,E,1,0.0,0.0,0.0,E,2012-04-08,2012,4,Domingo,14,2011,18,,3,0.3333333333333333,0,0,1,0,0,0.0,5.0,0.0,0.0,0.0,2011-2012_2012-04-08_REALMADRID_V,2010s,LaLiga,31,2
2011-2012,,Valencia,Vallecano,Local,4.0,1.0,V,3,3.0,1.0,0.0,V,2012-04-11,2012,4,Miércoles,15,2011,18,,3,1.0,1,1,0,0,1,5.0,5.0,1.0,0.0,0.0,2011-2012_2012-04-11_VALLECANO_L,2010s,LaLiga,32,2
2011-2012,,Valencia,Espanol,Visitante,0.0,4.0,D,0,-4.0,0.0,2.0,D,2012-04-15,2012,4,Domingo,15,2011,18,,3,0.0,-1,0,0,1,0,4.0,5.0,-2.0,0.0,0.0,2011-2012_2012-04-15_ESPANOL_V,2010s,LaLiga,33,2
2011-2012,,Valencia,Betis,Local,4.0,0.0,V,3,4.0,1.0,0.0,V,2012-04-22,2012,4,Domingo,16,2011,18,,3,1.0,1,1,0,0,1,4.0,8.0,1.0,0.0,0.0,2011-2012_2012-04-22_BETIS_L,2010s,LaLiga,34,2
2011-2012,,Valencia,Malaga,Visitante,0.0,1.0,D,0,-1.0,0.0,1.0,D,2012-04-29,2012,4,Domingo,17,2011,18,,3,0.0,-1,0,0,1,0,1.0,7.0,-1.0,0.0,0.0,2011-2012_2012-04-29_MALAGA_V,2010s,LaLiga,35,2
2011-2012,,Valencia,Osasuna,Local,4.0,0.0,V,3,4.0,0.0,0.0,E,2012-05-02,2012,5,Miércoles,18,2011,18,,3,1.0,1,1,0,0,1,4.0,9.0,0.0,0.0,0.0,2011-2012_2012-05-02_OSASUNA_L,2010s,LaLiga,36,2
2011-2012,,Valencia,Villarreal,Local,1.0,0.0,V,3,1.0,0.0,0.0,E,2012-05-05,2012,5,Sábado,18,2011,18,,3,1.0,1,1,0,0,1,1.0,9.0,0.0,0.0,0.0,2011-2012_2012-05-05_VILLARREAL_L,2010s,LaLiga,37,2
2011-2012,,Valencia,Sociedad,Visitante,0.0,1.0,D,0,-1.0,0.0,0.0,E,2012-05-12,2012,5,Sábado,19,2011,18,,3,0.0,-1,0,0,1,0,1.0,9.0,0.0,0.0,0.0,2011-2012_2012-05-12_SOCIEDAD_V,2010s,LaLiga,38,2
2012-2013,,Valencia,Real Madrid,Visitante,1.0,1.0,E,1,0.0,1.0,1.0,E,2012-08-19,2012,8,Domingo,33,2012,19,,3,0.3333333333333333,0,0,1,0,0,2.0,1.0,0.0,0.0,0.0,2012-2013_2012-08-19_REALMADRID_V,2010s,LaLiga,1,1
2012-2013,,Valencia,La Coruna,Local,3.0,3.0,E,1,0.0,3.0,1.0,V,2012-08-26,2012,8,Domingo,34,2012,19,,3,0.3333333333333333,0,0,1,0,1,6.0,2.0,2.0,0.0,0.0,2012-2013_2012-08-26_LACORUNA_L,2010s,LaLiga,2,1
