temporada,hora,equipo,rival,condicion,goles_valencia,goles_rival,resultado_valencia,puntos,diferencia_goles,goles_descanso_valencia,goles_descanso_rival,resultado_descanso,fecha,anio,mes,dia_semana,semana_anio,temporada_id,temporada_num,franja,puntos_posibles,efectividad_puntos,resultado_num,victoria_bin,empate_bin,derrota_bin,local_bin,goles_totales,puntos_rolling_5,ventaja_descanso,remonto,remontado,partido_id,decada,competicion,jornada_num,fase_temporada
1999-2000,,Valencia,Sociedad,Local,4.0,0.0,V,3,4.0,1.0,0.0,V,2000-05-06,2000,5,Sábado,18,1999,7,,3,1.0,1,1,0,0,1,4.0,15.0,1.0,0.0,0.0,1999-2000_2000-05-06_SOCIEDAD_L,2000s,LaLiga,36,2
1999-2000,,Valencia,Celta,Visitante,0.0,0.0,E,1,0.0,0.0,0.0,E,2000-05-14,2000,5,Domingo,19,1999,7,,3,0.3333333333333333,0,0,1,0,0,0.0,13.0,0.0,0.0,0.0,1999-2000_2000-05-14_CELTA_V,2000s,LaLiga,37,2
1999-2000,,Valencia,Zaragoza,Local,2.0,1.0,V,3,1.0,0.0,1.0,D,2000-05-19,2000,5,Viernes,20,1999,7,,3,1.0,1,1,0,0,1,3.0,13.0,-1.0,1.0,0.0,1999-2000_2000-05-19_ZARAGOZA_L,2000s,LaLiga,38,2
2000-2001,,Valencia,Real Madrid,Visitante,1.0,2.0,D,0,-1.0,0.0,0.0,E,2000-09-09,2000,9,Sábado,36,2000,8,,3,0.0,-1,0,0,1,0,3.0,0.0,0.0,0.0,0.0,2000-2001_2000-09-09_REALMADRID_V,2000s,LaLiga,1,1
2000-2001,,Valencia,Mallorca,Local,4.0,0.0,V,3,4.0,1.0,0.0,V,2000-09-16,2000,9,Sábado,37,2000,8,,3,1.0,1,1,0,0,1,4.0,3.0,1.0,0.0,0.0,2000-2001_2000-09-16_MALLORCA_L,2000s,LaLiga,2,1
2000-2001,,Valencia,Numancia,Visitante,3.0,0.0,V,3,3.0,0.0,0.0,E,2000-09-24,2000,9,Domingo,38,2000,8,,3,1.0,1,1,0,0,0,3.0,6.0,0.0,0.0,0.0,2000-2001_2000-09-24_NUMANCIA_V,2000s,LaLiga,3,1
2000-2001,,Valencia,Las Palmas,Local,5.0,1.0,V,3,4.0,2.0,0.0,V,2000-10-01,2000,10,Domingo,39,2000,8,,3,1.0,1,1,0,0,1,6.0,9.0,2.0,0.0,0.0,2000-2001_2000-10-01_LASPALMAS_L,2000s,LaLiga,4,1
2000-2001,,Valencia,Villarreal,Visitante,1.0,1.0,E,1,0.0,0.0,0.0,E,2000-10-14,2000,10,Sábado,41,2000,8,,3,0.3333333333333333,0,0,1,0,0,2.0,10.0,0.0,0.0,0.0,2000-2001_2000-10-14_VILLARREAL_V,2000s,LaLiga,5,1
2000-2001,,Valencia,Zaragoza,Local,1.0,0.0,V,3,1.0,0.0,0.0,E,2000-10-21,2000,10,Sábado,42,2000,8,,3,1.0,1,1,0,0,1,1.0,13.0,0.0,0.0,0.0,2000-2001_2000-10-21_ZARAGOZA_L,2000s,LaLiga,6,1
2000-2001,,Valencia,Osasuna,Visitante,2.0,1.0,V,3,1.0,1.0,1.0,E,2000-10-29,2000,10,Domingo,43,2000,8,,3,1.0,1,1,0,0,0,3.0,13.0,0.0,0.0,0.0,2000-2001_2000-10-29_OSASUNA_V,2000s,LaLiga,7,1
2000-2001,,Valencia,Celta,Local,1.0,0.0,V,3,1.0,0.0,0.0,E,2000-11-01,2000,11,Miércoles,44,2000,8,,3,1.0,1,1,0,0,1,1.0,13.0,0.0,0.0,0.0,2000-2001_2000-11-01_CELTA_L,2000s,LaLiga,8,1
2000-2001,,Valencia,Espanol,Visitante,0.0,1.0,D,0,-1.0,0.0,0.0,E,2000-11-04,2000,11,Sábado,44,2000,8,,3,0.0,-1,0,0,1,0,1.0,10.0,0.0,0.0,0.0,2000-2001_2000-11-04_ESPANOL_V,2000s,LaLiga,9,1
2000-2001,,Valencia,Vallecano,Local,2.0,2.0,E,1,0.0,0.0,1.0,D,2000-11-12,2000,11,Domingo,45,2000,8,,3,0.3333333333333333,0,0,1,0,1,4.0,10.0,-1.0,0.0,0.0,2000-2001_2000-11-12_VALLECANO_L,2000s,LaLiga,10,1
2000-2001,,Valencia,Alaves,Visitante,1.0,1.0,E,1,0.0,0.0,0.0,E,2000-11-18,2000,11,Sábado,46,2000,8,,3,0.3333333333333333,0,0,1,0,0,2.0,8.0,0.0,0.0,0.0,2000-2001_2000-11-18_ALAVES_V,2000s,LaLiga,11,1
2000-2001,,Valencia,Oviedo,Local,2.0,0.0,V,3,2.0,0.0,0.0,E,2000-11-26,2000,11,Domingo,47,2000,8,,3,1.0,1,1,0,0,1,2.0,8.0,0.0,0.0,0.0,2000-2001_2000-11-26_OVIEDO_L,2000s,LaLiga,12,1
2000-2001,,Valencia,Valladolid,Visitante,0.0,0.0,E,1,0.0,0.0,0.0,E,2000-12-02,2000,12,Sábado,48,2000,8,,3,0.3333333333333333,0,0,1,0,0,0.0,6.0,0.0,0.0,0.0,2000-2001_2000-12-02_VALLADOLID_V,2000s,LaLiga,13,1
2000-2001,,Valencia,Sociedad,Local,2.0,0.0,V,3,2.0,0.0,0.0,E,2000-12-09,2000,12,Sábado,49,2000,8,,3,1.0,1,1,0,0,1,2.0,9.0,0.0,0.0,0.0,2000-2001_2000-12-09_SOCIEDAD_L,2000s,LaLiga,14,1
2000-2001,,Valencia,Malaga,Local,2.0,0.0,V,3,2.0,1.0,0.0,V,2000-12-17,2000,12,Domingo,50,2000,8,,3,1.0,1,1,0,0,1,2.0,11.0,1.0,0.0,0.0,2000-2001_2000-12-17_MALAGA_L,2000s,LaLiga,15,1
2000-2001,,Valencia,Ath Bilbao,Visitante,1.0,1.0,E,1,0.0,0.0,1.0,D,2000-12-20,2000,12,Miércoles,51,2000,8,,3,0.3333333333333333,0,0,1,0,0,2.0,11.0,-1.0,0.0,0.0,2000-2001_2000-12-20_ATHBILBAO_V,2000s,LaLiga,16,1
2000-2001,,Valencia,Santander,Local,1.0,0.0,V,3,1.0,1.0,0.0,V,2001-01-07,2001,1,Domingo,1,2000,8,,3,1.0,1,1,0,0,1,1.0,11.0,1.0,0.0,0.0,2000-2001_2001-01-07_SANTANDER_L,2000s,LaLiga,17,1
2000-2001,,Valencia,La Coruna,Visitante,0.0,2.0,D,0,-2.0,0.0,0.0,E,2001-01-13,2001,1,Sábado,2,2000,8,,3,0.0,-1,0,0,1,0,2.0,10.0,0.0,0.0,0.0,2000-2001_2001-01-13_LACORUNA_V,2000s,LaLiga,18,1
2000-2001,,Valencia,Barcelona,Local,0.0,1.0,D,0,-1.0,0.0,1.0,D,2001-01-20,2001,1,Sábado,3,2000,8,,3,0.0,-1,0,0,1,1,1.0,7.0,-1.0,0.0,0.0,2000-2001_2001-01-20_BARCELONA_L,2000s,LaLiga,19,1
2000-2001,,Valencia,Real Madrid,Local,0.0,1.0,D,0,-1.0,0.0,0.0,E,2001-01-28,2001,1,Domingo,4,2000,8,,3,0.0,-1,0,0,1,1,1.0,4.0,0.0,0.0,0.0,2000-2001_2001-01-28_REALMADRID_L,2000s,LaLiga,20,2
2000-2001,,Valencia,Mallorca,Visitante,2.0,2.0,E,1,0.0,0.0,1.0,D,2001-02-04,2001,2,Domingo,5,2000,8,,3,0.3333333333333333,0,0,1,0,0,4.0,4.0,-1.0,0.0,0.0,2000-2001_2001-02-04_MALLORCA_V,2000s,LaLiga,21,2
2000-2001,,Valencia,Numancia,Local,3.0,0.0,V,3,3.0,2.0,0.0,V,2001-02-10,2001,2,Sábado,6,2000,8,,3,1.0,1,1,0,0,1,3.0,4.0,2.0,0.0,0.0,2000-2001_2001-02-10_NUMANCIA_L,2000s,LaLiga,22,2
2000-2001,,Valencia,Las Palmas,Visitante,2.0,0.0,V,3,2.0,1.0,0.0,V,2001-02-17,2001,2,Sábado,7,2000,8,,3,1.0,1,1,0,0,0,2.0,7.0,1.0,0.0,0.0,2000-2001_2001-02-17_LASPALMAS_V,2000s,LaLiga,23,2
2000-2001,,Valencia,Villarreal,Local,3.0,1.0,V,3,2.0,1.0,1.0,E,2001-02-25,2001,2,Domingo,8,2000,8,,3,1.0,1,1,0,0,1,4.0,10.0,0.0,0.0,0.0,2000-2001_2001-02-25_VILLARREAL_L,2000s,LaLiga,24,2
2000-2001,,Valencia,Zaragoza,Visitante,1.0,1.0,E,1,0.0,0.0,1.0,D,2001-03-03,2001,3,Sábado,9,2000,8,,3,0.3333333333333333,0,0,1,0,0,2.0,11.0,-1.0,0.0,0.0,2000-2001_2001-03-03_ZARAGOZA_V,2000s,LaLiga,25,2
2000-2001,,Valencia,Osasuna,Local,1.0,0.0,V,3,1.0,0.0,0.0,E,2001-03-10,2001,3,Sábado,10,2000,8,,3,1.0,1,1,0,0,1,1.0,13.0,0.0,0.0,0.0,2000-2001_2001-03-10_OSASUNA_L,2000s,LaLiga,26,2
2000-2001,,Valencia,Celta,Visitante,2.0,3.0,D,0,-1.0,1.0,0.0,V,2001-03-18,2001,3,Domingo,11,2000,8,,3,0.0,-1,0,0,1,0,5.0,10.0,1.0,0.0,1.0,2000-2001_2001-03-18_CELTA_V,2000s,LaLiga,27,2
2000-2001,,Valencia,Espanol,Local,0.0,1.0,D,0,-1.0,0.0,0.0,E,2001-03-31,2001,3,Sábado,13,2000,8,,3,0.0,-1,0,0,1,1,1.0,7.0,0.0,0.0,0.0,2000-2001_2001-03-31_ESPANOL_L,2000s,LaLiga,28,2
2000-2001,,Valencia,Vallecano,Visitante,4.0,1.0,V,3,3.0,1.0,0.0,V,2001-04-07,2001,4,Sábado,14,2000,8,,3,1.0,1,1,0,0,0,5.0,7.0,1.0,0.0,0.0,2000-2001_2001-04-07_VALLECANO_V,2000s,LaLiga,29,2
2000-2001,,Valencia,Alaves,Local,1.0,2.0,D,0,-1.0,1.0,1.0,E,2001-04-14,2001,4,Sábado,15,2000,8,,3,0.0,-1,0,0,1,1,3.0,6.0,0.0,0.0,0.0,2000-2001_2001-04-14_ALAVES_L,2000s,LaLiga,30,2
2000-2001,,Valencia,Oviedo,Visitante,0.0,0.0,E,1,0.0,0.0,0.0,E,2001-04-22,2001,4,Domingo,16,2000,8,,3,0.3333333333333333,0,0,1,0,0,0.0,4.0,0.0,0.0,0.0,2000-2001_2001-04-22_OVIEDO_V,2000s,LaLiga,31,2
2000-2001,,Valencia,Valladolid,Local,1.0,0.0,V,3,1.0,0.0,0.0,E,2001-04-28,2001,4,Sábado,17,2000,8,,3,1.0,1,1,0,0,1,1.0,7.0,0.0,0.0,0.0,2000-2001_2001-04-28_VALLADOLID_L,2000s,LaLiga,32,2
2000-2001,,Valencia,Sociedad,Visitante,2.0,1.0,V,3,1.0,0.0,0.0,E,2001-05-05,2001,5,Sábado,18,2000,8,,3,1.0,1,1,0,0,0,3.0,10.0,0.0,0.0,0.0,2000-2001_2001-05-05_SOCIEDAD_V,2000s,LaLiga,33,2
2000-2001,,Valencia,Malaga,Visitante,0.0,3.0,D,0,-3.0,0.0,2.0,D,2001-05-13,2001,5,Domingo,19,2000,8,,3,0.0,-1,0,0,1,0,3.0,7.0,-2.0,0.0,0.0,2000-2001_2001-05-13_MALAGA_V,2000s,LaLiga,34,2
2000-2001,,Valencia,Ath Bilbao,Local,1.0,0.0,V,3,1.0,0.0,0.0,E,2001-05-18,2001,5,Viernes,20,2000,8,,3,1.0,1,1,0,0,1,1.0,10.0,0.0,0.0,0.0,2000-2001_2001-05-18_ATHBILBAO_L,2000s,LaLiga,35,2
2000-2001,,Valencia,Santander,Visitante,1.0,1.0,E,1,0.0,0.0,0.0,E,2001-05-27,2001,5,Domingo,21,2000,8,,3,0.3333333333333333,0,0,1,0,0,2.0,10.0,0.0,0.0,0.0,2000-2001_2001-05-27_SANTANDER_V,2000s,LaLiga,36,2
2000-2001,,Valencia,La Coruna,Local,0.0,1.0,D,0,-1.0,0.0,0.0,E,2001-06-10,2001,6,Domingo,23,2000,8,,3,0.0,-1,0,0,1,1,1.0,7.0,0.0,0.0,0.0,2000-2001_2001-06-10_LACORUNA_L,2000s,LaLiga,37,2
2000-2001,,Valencia,Barcelona,Visitante,2.0,3.0,D,0,-1.0,1.0,2.0,D,2001-06-17,2001,6,Domingo,24,2000,8,,3,0.0,-1,0,0,1,0,5.0,4.0,-1.0,0.0,0.0,2000-2001_2001-06-17_BARCELONA_V,2000s,LaLiga,38,2
2001-2002,,Valencia,Real Madrid,Local,1.0,0.0,V,3,1.0,1.0,0.0,V,2001-08-25,2001,8,Sábado,34,2001,9,,3,1.0,1,1,0,0,1,1.0,3.0,1.0,0.0,0.0,2001-2002_2001-08-25_REALMADRID_L,2000s,LaLiga,1,1
2001-2002,,Valencia,Valladolid,Visitante,1.0,1.0,E,1,0.0,0.0,1.0,D,2001-09-09,2001,9,Domingo,36,2001,9,,3,0.3333333333333333,0,0,1,0,0,2.0,4.0,-1.0,0.0,0.0,2001-2002_2001-09-09_VALLADOLID_V,2000s,LaLiga,2,1
2001-2002,,Valencia,Las Palmas,Local,1.0,0.0,V,3,1.0,0.0,0.0,E,2001-09-16,2001,9,Domingo,37,2001,9,,3,1.0,1,1,0,0,1,1.0,7.0,0.0,0.0,0.0,2001-2002_2001-09-16_LASPALMAS_L,2000s,LaLiga,3,1
2001-2002,,Valencia,Ath Bilbao,Visitante,2.0,2.0,E,1,0.0,1.0,0.0,V,2001-09-23,2001,9,Domingo,38,2001,9,,3,0.3333333333333333,0,0,1,0,0,4.0,8.0,1.0,0.0,0.0,2001-2002_2001-09-23_ATHBILBAO_V,2000s,LaLiga,4,1
2001-2002,,Valencia,Alaves,Local,0.0,0.0,E,1,0.0,0.0,0.0,E,2001-09-30,2001,9,Domingo,39,2001,9,,3,0.3333333333333333,0,0,1,0,1,0.0,9.0,0.0,0.0,0.0,2001-2002_2001-09-30_ALAVES_L,2000s,LaLiga,5,1
2001-2002,,Valencia,Celta,Visitante,1.0,1.0,E,1,0.0,1.0,0.0,V,2001-10-04,2001,10,Jueves,40,2001,9,,3,0.3333333333333333,0,0,1,0,0,2.0,7.0,1.0,0.0,0.0,2001-2002_2001-10-04_CELTA_V,2000s,LaLiga,6,1
2001-2002,,Valencia,Villarreal,Local,1.0,0.0,V,3,1.0,1.0,0.0,V,2001-10-07,2001,10,Domingo,40,2001,9,,3,1.0,1,1,0,0,1,1.0,9.0,1.0,0.0,0.0,2001-2002_2001-10-07_VILLARREAL_L,2000s,LaLiga,7,1
2001-2002,,Valencia,Barcelona,Visitante,2.0,2.0,E,1,0.0,1.0,1.0,E,2001-10-14,2001,10,Domingo,41,2001,9,,3,0.3333333333333333,0,0,1,0,0,4.0,7.0,0.0,0.0,0.0,2001-2002_2001-10-14_BARCELONA_V,2000s,LaLiga,8,1
2001-2002,,Valencia,Zaragoza,Local,2.0,0.0,V,3,2.0,1.0,0.0,V,2001-10-21,2001,10,Domingo,42,2001,9,,3,1.0,1,1,0,0,1,2.0,9.0,1.0,0.0,0.0,2001-2002_2001-10-21_ZARAGOZA_L,2000s,LaLiga,9,1
2001-2002,,Valencia,Sevilla,Visitante,1.0,1.0,E,1,0.0,1.0,0.0,V,2001-10-28,2001,10,Domingo,43,2001,9,,3,0.3333333333333333,0,0,1,0,0,2.0,9.0,1.0,0.0,0.0,2001-2002_2001-10-28_SEVILLA_V,2000s,LaLiga,10,1
2001-2002,,Valencia,Vallecano,Local,2.0,1.0,V,3,1.0,1.0,1.0,E,2001-11-04,2001,11,Domingo,44,2001,9,,3,1.0,1,1,0,0,1,3.0,11.0,0.0,0.0,0.0,2001-2002_2001-11-04_VALLECANO_L,2000s,LaLiga,11,1
2001-2002,,Valencia,Osasuna,Visitante,0.0,0.0,E,1,0.0,0.0,0.0,E,2001-11-11,2001,11,Domingo,45,2001,9,,3,0.3333333333333333,0,0,1,0,0,0.0,9.0,0.0,0.0,0.0,2001-2002_2001-11-11_OSASUNA_V,2000s,LaLiga,12,1
2001-2002,,Valencia,Tenerife,Local,0.0,0.0,E,1,0.0,0.0,0.0,E,2001-11-18,2001,11,Domingo,46,2001,9,,3,0.3333333333333333,0,0,1,0,1,0.0,9.0,0.0,0.0,0.0,2001-2002_2001-11-18_TENERIFE_L,2000s,LaLiga,13,1
2001-2002,,Valencia,Sociedad,Visitante,0.0,2.0,D,0,-2.0,0.0,1.0,D,2001-11-25,2001,11,Domingo,47,2001,9,,3,0.0,-1,0,0,1,0,2.0,6.0,-1.0,0.0,0.0,2001-2002_2001-11-25_SOCIEDAD_V,2000s,LaLiga,14,1
2001-2002,,Valencia,Mallorca,Local,1.0,1.0,E,1,0.0,0.0,1.0,D,2001-12-01,2001,12,Sábado,48,2001,9,,3,0.3333333333333333,0,0,1,0,1,2.0,6.0,-1.0,0.0,0.0,2001-2002_2001-12-01_MALLORCA_L,2000s,LaLiga,15,1
2001-2002,,Valencia,La Coruna,Visitante,0.0,1.0,D,0,-1.0,0.0,0.0,E,2001-12-09,2001,12,Domingo,49,2001,9,,3,0.0,-1,0,0,1,0,1.0,3.0,0.0,0.0,0.0,2001-2002_2001-12-09_LACORUNA_V,2000s,LaLiga,16,1
2001-2002,,Valencia,Espanol,Visitante,3.0,2.0,V,3,1.0,0.0,2.0,D,2001-12-15,2001,12,Sábado,50,2001,9,,3,1.0,1,1,0,0,0,5.0,5.0,-2.0,1.0,0.0,2001-2002_2001-12-15_ESPANOL_V,2000s,LaLiga,17,1
2001-2002,,Valencia,Malaga,Local,2.0,1.0,V,3,1.0,2.0,1.0,V,2001-12-22,2001,12,Sábado,51,2001,9,,3,1.0,1,1,0,0,1,3.0,7.0,1.0,0.0,0.0,2001-2002_2001-12-22_MALAGA_L,2000s,LaLiga,18,1
2001-2002,,Valencia,Betis,Visitante,3.0,1.0,V,3,2.0,2.0,1.0,V,2002-01-06,2002,1,Domingo,1,2001,9,,3,1.0,1,1,0,0,0,4.0,10.0,1.0,0.0,0.0,2001-2002_2002-01-06_BETIS_V,2000s,LaLiga,19,1
2001-2002,,Valencia,Real Madrid,Visitante,0.0,1.0,D,0,-1.0,0.0,0.0,E,2002-01-13,2002,1,Domingo,2,2001,9,,3,0.0,-1,0,0,1,0,1.0,9.0,0.0,0.0,0.0,2001-2002_2002-01-13_REALMADRID_V,2000s,LaLiga,20,2
2001-2002,,Valencia,Valladolid,Local,1.0,2.0,D,0,-1.0,1.0,2.0,D,2002-01-20,2002,1,Domingo,3,2001,9,,3,0.0,-1,0,0,1,1,3.0,9.0,-1.0,0.0,0.0,2001-2002_2002-01-20_VALLADOLID_L,2000s,LaLiga,21,2
2001-2002,,Valencia,Las Palmas,Visitante,1.0,0.0,V,3,1.0,1.0,0.0,V,2002-01-26,2002,1,Sábado,4,2001,9,,3,1.0,1,1,0,0,0,1.0,9.0,1.0,0.0,0.0,2001-2002_2002-01-26_LASPALMAS_V,2000s,LaLiga,22,2
2001-2002,,Valencia,Ath Bilbao,Local,2.0,1.0,V,3,1.0,1.0,0.0,V,2002-02-03,2002,2,Domingo,5,2001,9,,3,1.0,1,1,0,0,1,3.0,9.0,1.0,0.0,0.0,2001-2002_2002-02-03_ATHBILBAO_L,2000s,LaLiga,23,2
2001-2002,,Valencia,Alaves,Visitante,2.0,1.0,V,3,1.0,2.0,1.0,V,2002-02-06,2002,2,Miércoles,6,2001,9,,3,1.0,1,1,0,0,0,3.0,9.0,1.0,0.0,0.0,2001-2002_2002-02-06_ALAVES_V,2000s,LaLiga,24,2
2001-2002,,Valencia,Celta,Local,0.0,0.0,E,1,0.0,0.0,0.0,E,2002-02-09,2002,2,Sábado,6,2001,9,,3,0.3333333333333333,0,0,1,0,1,0.0,10.0,0.0,0.0,0.0,2001-2002_2002-02-09_CELTA_L,2000s,LaLiga,25,2
2001-2002,,Valencia,Villarreal,Visitante,1.0,1.0,E,1,0.0,0.0,0.0,E,2002-02-16,2002,2,Sábado,7,2001,9,,3,0.3333333333333333,0,0,1,0,0,2.0,11.0,0.0,0.0,0.0,2001-2002_2002-02-16_VILLARREAL_V,2000s,LaLiga,26,2
2001-2002,,Valencia,Barcelona,Local,2.0,0.0,V,3,2.0,1.0,0.0,V,2002-02-23,2002,2,Sábado,8,2001,9,,3,1.0,1,1,0,0,1,2.0,11.0,1.0,0.0,0.0,2001-2002_2002-02-23_BARCELONA_L,2000s,LaLiga,27,2
2001-2002,,Valencia,Zaragoza,Visitante,1.0,0.0,V,3,1.0,1.0,0.0,V,2002-03-03,2002,3,Domingo,9,2001,9,,3,1.0,1,1,0,0,0,1.0,11.0,1.0,0.0,0.0,2001-2002_2002-03-03_ZARAGOZA_V,2000s,LaLiga,28,2
2001-2002,,Valencia,Sevilla,Local,2.0,0.0,V,3,2.0,0.0,0.0,E,2002-03-10,2002,3,Domingo,10,2001,9,,3,1.0,1,1,0,0,1,2.0,11.0,0.0,0.0,0.0,2001-2002_2002-03-10_SEVILLA_L,2000s,LaLiga,29,2
2001-2002,,Valencia,Vallecano,Visitante,1.0,2.0,D,0,-1.0,1.0,1.0,E,2002-03-17,2002,3,Domingo,11,2001,9,,3,0.0,-1,0,0,1,0,3.0,10.0,0.0,0.0,0.0,2001-2002_2002-03-17_VALLECANO_V,2000s,LaLiga,30,2
2001-2002,,Valencia,Osasuna,Local,2.0,1.0,V,3,1.0,0.0,0.0,E,2002-03-24,2002,3,Domingo,12,2001,9,,3,1.0,1,1,0,0,1,3.0,12.0,0.0,0.0,0.0,2001-2002_2002-03-24_OSASUNA_L,2000s,LaLiga,31,2
2001-2002,,Valencia,Tenerife,Visitante,1.0,0.0,V,3,1.0,0.0,0.0,E,2002-03-30,2002,3,Sábado,13,2001,9,,3,1.0,1,1,0,0,0,1.0,12.0,0.0,0.0,0.0,2001-2002_2002-03-30_TENERIFE_V,2000s,LaLiga,32,2
2001-2002,,Valencia,Sociedad,Local,4.0,0.0,V,3,4.0,2.0,0.0,V,2002-04-07,2002,4,Domingo,14,2001,9,,3,1.0,1,1,0,0,1,4.0,12.0,2.0,0.0,0.0,2001-2002_2002-04-07_SOCIEDAD_L,2000s,LaLiga,33,2
2001-2002,,Valencia,Mallorca,Visitante,1.0,1.0,E,1,0.0,0.0,1.0,D,2002-04-13,2002,4,Sábado,15,2001,9,,3,0.3333333333333333,0,0,1,0,0,2.0,10.0,-1.0,0.0,0.0,2001-2002_2002-04-13_MALLORCA_V,2000s,LaLiga,34,2
2001-2002,,Valencia,La Coruna,Local,1.0,0.0,V,3,1.0,0.0,0.0,E,2002-04-21,2002,4,Domingo,16,2001,9,,3,1.0,1,1,0,0,1,1.0,13.0,0.0,0.0,0.0,2001-2002_2002-04-21_LACORUNA_L,2000s,LaLiga,35,2
2001-2002,,Valencia,Espanol,Local,2.0,1.0,V,3,1.0,0.0,1.0,D,2002-04-27,2002,4,Sábado,17,2001,9,,3,1.0,1,1,0,0,1,3.0,13.0,-1.0,1.0,0.0,2001-2002_2002-04-27_ESPANOL_L,2000s,LaLiga,36,2
2001-2002,,Valencia,Malaga,Visitante,2.0,0.0,V,3,2.0,2.0,0.0,V,2002-05-05,2002,5,Domingo,18,2001,9,,3,1.0,1,1,0,0,0,2.0,13.0,2.0,0.0,0.0,2001-2002_2002-05-05_MALAGA_V,2000s,LaLiga,37,2
2001-2002,,Valencia,Betis,Local,2.0,0.0,V,3,2.0,1.0,0.0,V,2002-05-11,2002,5,Sábado,19,2001,9,,3,1.0,1,1,0,0,1,2.0,13.0,1.0,0.0,0.0,2001-2002_2002-05-11_BETIS_L,2000s,LaLiga,38,2
2002-2003,,Valencia,Mallorca,Visitante,2.0,0.0,V,3,2.0,1.0,0.0,V,2002-09-01,2002,9,Domingo,35,2002,10,,3,1.0,1,1,0,0,0,2.0,3.0,1.0,0.0,0.0,2002-2003_2002-09-01_MALLORCA_V,2000s,LaLiga,1,1
2002-2003,,Valencia,Recreativo,Local,3.0,0.0,V,3,3.0,1.0,0.0,V,2002-09-14,2002,9,Sábado,37,2002,10,,3,1.0,1,1,0,0,1,3.0,6.0,1.0,0.0,0.0,2002-2003_2002-09-14_RECREATIVO_L,2000s,LaLiga,2,1
2002-2003,,Valencia,Malaga,Visitante,2.0,2.0,E,1,0.0,0.0,2.0,D,2002-09-22,2002,9,Domingo,38,2002,10,,3,0.3333333333333333,0,0,1,0,0,4.0,7.0,-2.0,0.0,0.0,2002-2003_2002-09-22_MALAGA_V,2000s,LaLiga,3,1
2002-2003,,Valencia,Vallecano,Local,3.0,0.0,V,3,3.0,2.0,0.0,V,2002-09-29,2002,9,Domingo,39,2002,10,,3,1.0,1,1,0,0,1,3.0,10.0,2.0,0.0,0.0,2002-2003_2002-09-29_VALLECANO_L,2000s,LaLiga,4,1
2002-2003,,Valencia,Celta,Local,0.0,1.0,D,0,-1.0,0.0,0.0,E,2002-10-06,2002,10,Domingo,40,2002,10,,3,0.0,-1,0,0,1,1,1.0,10.0,0.0,0.0,0.0,2002-2003_2002-10-06_CELTA_L,2000s,LaLiga,5,1
2002-2003,,Valencia,Ath Madrid,Visitante,1.0,1.0,E,1,0.0,1.0,0.0,V,2002-10-19,2002,10,Sábado,42,2002,10,,3,0.3333333333333333,0,0,1,0,0,2.0,8.0,1.0,0.0,0.0,2002-2003_2002-10-19_ATHMADRID_V,2000s,LaLiga,6,1
2002-2003,,Valencia,Ath Bilbao,Local,5.0,1.0,V,3,4.0,4.0,0.0,V,2002-10-26,2002,10,Sábado,43,2002,10,,3,1.0,1,1,0,0,1,6.0,8.0,4.0,0.0,0.0,2002-2003_2002-10-26_ATHBILBAO_L,2000s,LaLiga,7,1
2002-2003,,Valencia,Espanol,Visitante,1.0,0.0,V,3,1.0,0.0,0.0,E,2002-11-03,2002,11,Domingo,44,2002,10,,3,1.0,1,1,0,0,0,1.0,10.0,0.0,0.0,0.0,2002-2003_2002-11-03_ESPANOL_V,2000s,LaLiga,8,1
2002-2003,,Valencia,Betis,Local,1.0,1.0,E,1,0.0,0.0,0.0,E,2002-11-09,2002,11,Sábado,45,2002,10,,3,0.3333333333333333,0,0,1,0,1,2.0,8.0,0.0,0.0,0.0,2002-2003_2002-11-09_BETIS_L,2000s,LaLiga,9,1
2002-2003,,Valencia,Osasuna,Visitante,0.0,1.0,D,0,-1.0,0.0,1.0,D,2002-11-17,2002,11,Domingo,46,2002,10,,3,0.0,-1,0,0,1,0,1.0,8.0,-1.0,0.0,0.0,2002-2003_2002-11-17_OSASUNA_V,2000s,LaLiga,10,1
2002-2003,,Valencia,Valladolid,Local,2.0,0.0,V,3,2.0,2.0,0.0,V,2002-11-24,2002,11,Domingo,47,2002,10,,3,1.0,1,1,0,0,1,2.0,10.0,2.0,0.0,0.0,2002-2003_2002-11-24_VALLADOLID_L,2000s,LaLiga,11,1
2002-2003,,Valencia,Alaves,Visitante,0.0,0.0,E,1,0.0,0.0,0.0,E,2002-12-01,2002,12,Domingo,48,2002,10,,3,0.3333333333333333,0,0,1,0,0,0.0,8.0,0.0,0.0,0.0,2002-2003_2002-12-01_ALAVES_V,2000s,LaLiga,12,1
2002-2003,,Valencia,Santander,Local,2.0,0.0,V,3,2.0,1.0,0.0,V,2002-12-07,2002,12,Sábado,49,2002,10,,3,1.0,1,1,0,0,1,2.0,8.0,1.0,0.0,0.0,2002-2003_2002-12-07_SANTANDER_L,2000s,LaLiga,13,1
2002-2003,,Valencia,Villarreal,Visitante,2.0,0.0,V,3,2.0,0.0,0.0,E,2002-12-14,2002,12,Sábado,50,2002,10,,3,1.0,1,1,0,0,0,2.0,10.0,0.0,0.0,0.0,2002-2003_2002-12-14_VILLARREAL_V,2000s,LaLiga,14,1
